ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
3166,CUS0x786,February,Virkiw,35,Lawyer,7957.91,563.1591667,3,3,17,5,"Personal Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Not Specified",25,19,10.13,4,818.5,26.51036773,9 Years and 9 Months,Yes,19.82855452,LowspentLargevaluepayments,275.0259138,2
3167,CUS0x3fdf,March,Martin Santah,37,Developer,8475.375,653.28125,10,7,29,8,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Home Equity Loan",49,15,18,9,4399.81,36.65051685,1 Years and 0 Months,Yes,40.13089494,LowspentSmallvaluepayments,266.7228152,2
3168,CUS0x3a43,February,Silvio Casciones,45,Engineer,38834.79,3045.2325,0,5,10,3,"Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",4,11,9.77,1,530.62,37.28537465,32 Years and 10 Months,No,10000,HighspentSmallvaluepayments,358.1852042,3
3169,CUS0x7071,June,Taral,20,Lawyer,34094.94,2671.245,8,5,15,7,"Credit-Builder Loan, Credit-Builder Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Not Specified",58,15,21.73,8,2704.98,37.64565457,,Yes,191.4576821,LowspentSmallvaluepayments,195.8115193,1
3170,CUS0x6ba3,June,Jonathan Stempelg,22,Developer,35310.83,3058.569167,5,5,5,2,"Debt Consolidation Loan, and Not Specified",28,,9.74,1,878.11,29.44515802,31 Years and 1 Months,NM,63.77043629,HighspentSmallvaluepayments,470.6592415,3
3171,CUS0x57b2,July,,44,Developer,10381.565,1024.130417,8,3,7,4,"Not Specified, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",9,12,17.53,5,728.73,26.57847367,25 Years and 3 Months,No,98.41290626,LowspentSmallvaluepayments,271.5864157,3
3172,CUS0x5128,May,Moonz,-500,Entrepreneur,36471.78,3120.315,4,4,9,4,"Debt Consolidation Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",24,11,11.87,8,514.68,35.83286916,24 Years and 7 Months,NM,121.5439285,!@9#%8,353.4348823,2
3173,CUS0x847b,May,Martinneu,42,Manager,19331.53,1417.960833,6,7,27,2,"Credit-Builder Loan, and Mortgage Loan",44,17,10.47,8,1268.03,24.00699146,8 Years and 3 Months,Yes,136.2464274,LowspentSmallvaluepayments,274.2670469,1
3174,CUS0x87cb,August,Jochelle Mendoncaa,34,,30620.69,2322.724167,3,7,10,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",11,,10.46,3,1395.64,38.94374919,18 Years and 3 Months,No,10000,HighspentSmallvaluepayments,370.0236658,1
3175,CUS0x55cd,June,Yoko Kubotat,47,Journalist,19705.74,,5,4,10,2,"Home Equity Loan, and Personal Loan",13,13,11.98,0,39.75,33.4916381,15 Years and 8 Months,Yes,,LowspentLargevaluepayments,319.6284658,2
3176,CUS0xac1a,March,Louiseo,38,Mechanic,10389.19,833.7658333,3,4,18,5,"Home Equity Loan, Home Equity Loan, Student Loan, Payday Loan, and Auto Loan",22,10,14.71,8,356.69,38.28444679,11 Years and 9 Months,NM,111.2656382,LowspentSmallvaluepayments,224.6326009,2
3177,CUS0x6176,January,Dmitracovar,19,Musician,19608.98,1408.081667,6,6,34,5,"Credit-Builder Loan, Auto Loan, Auto Loan, Mortgage Loan, and Payday Loan",59,19,17.5,11,3447.68,29.05973113,14 Years and 1 Months,Yes,143.8141579,LowspentMediumvaluepayments,221.1513831,1
3178,CUS0xb5aa,May,Poornima Guptaz,16,MediaManager,49417.52,4175.126667,4,5,9,6,"Student Loan, Student Loan, Personal Loan, Personal Loan, Mortgage Loan, and Not Specified",25,17,8.69,7,1182.62,29.96214482,15 Years and 2 Months,Yes,341.5747188,LowspentSmallvaluepayments,203.8106118,2
3179,CUS0x3c90,January,A.u,18,Doctor,19125.75,1437.8125,3,6,4,3,"Auto Loan, Credit-Builder Loan, and Not Specified",17,11,11.32,0,1243.2,36.63139042,20 Years and 5 Months,NM,,LowspentSmallvaluepayments,238.6466366,3
3180,CUS0x2f69,August,Papadimasd,42,MediaManager,16675.28,1451.606667,6,5,16,3,"Home Equity Loan, Personal Loan, and Personal Loan",10,9,12.71,13,1127.98,31.51764423,26 Years and 4 Months,Yes,43.32373193,LowspentMediumvaluepayments,349.594098,2
3181,CUS0x1968,July,Cezaryq,16,,7588.46,663.3716667,9,9,29,5,"Auto Loan, Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",16,18,26.46,11,3948.86,34.50246604,7 Years and 7 Months,NM,30.58827349,LowspentMediumvaluepayments,288.6388984,1
3182,CUS0x43a3,August,Ra,26,MediaManager,121453.36,10084.11333,1,6,11,2,"Not Specified, and Payday Loan",9,4,5.56,,338.28,38.3567569,22 Years and 10 Months,No,111.3383763,HighspentLargevaluepayments,994.4685137,1
3183,CUS0x6112,February,Palmerd,40,Journalist,65677.38,5343.115,3,1,4,4,"Student Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan",5,11,10.78,0,395.28,28.17819506,26 Years and 5 Months,No,63.6602813,HighspentLargevaluepayments,493.034507,3
3184,CUS0x1eea,April,,29,,8439.33,554.2775,501,9,15,6,"Credit-Builder Loan, Student Loan, Personal Loan, Not Specified, Payday Loan, and Auto Loan",28,21,16.6,9,1414.43,28.47448508,19 Years and 4 Months,Yes,48.56430933,LowspentMediumvaluepayments,251.5195659,1
3185,CUS0x40dd,August,Peter Graffy,16,Entrepreneur,42236.79,,10,5,24,7,"Not Specified, Personal Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",21,24,4.72,7,2050.02,27.92668543,8 Years and 9 Months,Yes,,HighspentMediumvaluepayments,337.13501,1
3186,CUS0x1e17,March,Stecklowz,21,MediaManager,15399.52,1438.293333,4,3,18,1,Auto Loan,29,17,18.03,2,556.93,39.98709875,28 Years and 0 Months,Yes,166.2118049,LowspentSmallvaluepayments,256.198913,2
3187,CUS0xb4c9,May,Nichola Groomk,26,MediaManager,20906.89,1620.240833,6,5,29,5,"Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Auto Loan",38,15,18.48,12,3714.72,32.29000373,5 Years and 3 Months,Yes,150.6164653,LowspentSmallvaluepayments,220.9203537,1
3188,CUS0x174b,April,Mutikanic,29,Writer,22709.37,2115.4475,6,5,19,2,"Personal Loan, and Debt Consolidation Loan",15,8,17.62,8,412.53,34.03646638,26 Years and 4 Months,Yes,10000,LowspentSmallvaluepayments,219.2466284,2
3189,CUS0x6891,July,Grazinag,20,Architect,132325.88,10961.15667,6,5,8,2,"Personal Loan, and Credit-Builder Loan",22,14,3.43,4,554.27,31.20359805,32 Years and 3 Months,No,169.4154223,HighspentMediumvaluepayments,1000.91073,1
3190,CUS0x1df1,March,Barberm,30,Mechanic,73434.92,5849.576667,1,5,5,4,"Payday Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",6,3,16.93,0,192.45,25.86800318,15 Years and 9 Months,No,,LowspentSmallvaluepayments,,2
3191,CUS0x6058,August,Jonasl,38,Journalist,113085.87,9531.8225,4,4,11,1,Auto Loan,12,1,8.37,4,240.56,29.06426459,30 Years and 3 Months,No,711.5915371,LowspentLargevaluepayments,430.4877201,1
3192,CUS0x73ee,May,Nathans,27,Mechanic,26396.88,2356.74,3,7,2,2,"Home Equity Loan, and Credit-Builder Loan",29,17,11.63,0,504.18,25.33873344,18 Years and 11 Months,No,107.7679188,LowspentLargevaluepayments,374.9370101,1
3193,CUS0xa990,May,Whitew,18,Architect,9276.99,741.0825,10,5,25,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",28,22,24.2,7,3297.71,26.74834443,8 Years and 9 Months,Yes,71.17178159,LowspentSmallvaluepayments,264.7558264,1
3194,CUS0xac46,April,Scott DiSavinoy,31,Scientist,41729.08,3750.423333,6,10,24,5,"Payday Loan, Auto Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",50,19,16.51,7,2617.44,30.76339433,13 Years and 8 Months,Yes,72.08849124,HighspentMediumvaluepayments,396.9959993,1
3195,CUS0x7a91,May,Sonya Dowsetti,43,Architect,22502.24,2120.186667,6,7,12,5,"Not Specified, Not Specified, Not Specified, Credit-Builder Loan, and Debt Consolidation Loan",7,11,14.97,7,1202.86,22.54181242,13 Years and 8 Months,Yes,22.18785997,HighspentLargevaluepayments,373.6235218,3
3196,CUS0x6b6e,June,Gregq,38,,19815.44,1947.286667,7,10,19,-100,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, Not Specified, Student Loan, Mortgage Loan, Not Specified, and Mortgage Loan",41,22,18.53,6,3501.44,26.23400572,1 Years and 2 Months,Yes,168.9133458,LowspentSmallvaluepayments,249.2575663,1
3197,CUS0x2ce6,May,Masond,30,,143570.8,12000.23333,1,4,5,2,"Credit-Builder Loan, and Not Specified",16,0,14.34,2,1331.5,36.30797026,,No,770.4852255,LowspentSmallvaluepayments,596.2270517,1
3198,CUS0x2e28,February,Dawsony,33,Doctor,71391.78,5902.315,8,7,3564,4,"Mortgage Loan, Student Loan, Personal Loan, and Auto Loan",22,19,13.35,7,1305.41,21.54541697,30 Years and 8 Months,NM,797.7843816,LowspentSmallvaluepayments,,2
3199,CUS0x3731,March,Sudip Kar-Guptah,35,Accountant,70137.8,5901.816667,2,5,9,1,Not Specified,20,14,0.99,4,335.1,30.0853098,30 Years and 10 Months,No,242.8527348,HighspentSmallvaluepayments,559.0832604,1
3200,CUS0xb59e,January,"OBoyle""v",30,Lawyer,23317.74,2109.145,4,5,12,3,"Home Equity Loan, Home Equity Loan, and Student Loan",23,17,0.6,0,387.02,30.62120414,20 Years and 4 Months,No,142.1616604,LowspentLargevaluepayments,306.7197122,3
3201,CUS0x76a9,August,Humeyra Pamuko,17,Developer,61350.48,4998.54,6,9,28,7,"Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan",27,19,17.48,14,3965.41,33.98510283,,Yes,283.0701979,LowspentLargevaluepayments,164.2544689,2
3202,CUS0xbf0b,February,all Palmerl,21,Scientist,141420.92,11748.07667,6,4,9,2,"Auto Loan, and Student Loan",25,19,7.27,2,367.22,30.86536806,30 Years and 11 Months,Yes,130.2578913,HighspentLargevaluepayments,1124.926436,2
3203,CUS0x84c3,April,Laurence Frostf,19,Scientist,52797.3,4352.775,10,6,33,5,"Debt Consolidation Loan, Student Loan, Personal Loan, Not Specified, and Debt Consolidation Loan",57,15,19.9,6,2563.97,23.61970139,6 Years and 7 Months,NM,166.3041125,LowspentLargevaluepayments,329.0404999,1
3204,CUS0x7227,April,Protardf,50,Writer,19519.66,1400.638333,3,3,16,3,"Home Equity Loan, Not Specified, and Not Specified",27,17,,1,529.09,27.98515584,31 Years and 11 Months,NM,171.6474215,LowspentSmallvaluepayments,212.8589957,2
3205,CUS0x450b,June,Howleys,47,Mechanic,21112.76,1641.396667,3,3,16,4,"Not Specified, Auto Loan, Mortgage Loan, and Debt Consolidation Loan",12,11,21.11,9,1439.72,30.21431341,31 Years and 1 Months,Yes,33.27642485,HighspentSmallvaluepayments,348.47985,2
3206,CUS0x2f78,July,Emilyj,50,Entrepreneur,90409.32,7758.11,7,5,9,4,"Payday Loan, Mortgage Loan, Payday Loan, and Not Specified",30,13,9.17,5,352.83,35.03670771,22 Years and 9 Months,NM,211.2252888,HighspentMediumvaluepayments,647.5549732,1
3207,CUS0x4d03,January,ernardo,26,Teacher,88400.97,7498.7475,3,7,19,5,"Payday Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",17,,9.13,,1214.05,24.93861484,10 Years and 7 Months,Yes,366.8097314,HighspentSmallvaluepayments,363.4637542,2
3208,CUS0x9a09,April,Lucia Mutikanin,28,Mechanic,28910.45,,7,4,13,4,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, and Student Loan",20,8,9.39,6,292.98,27.89141816,15 Years and 5 Months,Yes,53.70410262,HighspentSmallvaluepayments,352.6935319,2
3209,CUS0x96b1,February,Jessica Wohlz,41,Musician,60986.49,5017.2075,6,6,15,1,Auto Loan,9,18,8.67,8,760.99,34.81103499,20 Years and 2 Months,Yes,160.7141137,HighspentMediumvaluepayments,559.0825064,2
3210,CUS0x7cea,June,Ashleyw,31,MediaManager,30979.28,2367.606667,5,3,22,7,"Personal Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Payday Loan, Personal Loan, and Home Equity Loan",18,16,9.75,5,1317.34,26.11159415,14 Years and 8 Months,Yes,54.95416273,HighspentLargevaluepayments,244.4334706,1
3211,CUS0x9997,June,Rucinskiw,14,Mechanic,10041.885,945.82375,10,7,16,3,"Personal Loan, Auto Loan, and Debt Consolidation Loan",24,18,26.61,16,2128.94,29.53892672,17 Years and 7 Months,Yes,88.07554685,LowspentSmallvaluepayments,277.3832726,1
3212,CUS0x1a16,July,Leahb,34,Accountant,56391.12,,9,9,17,6,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Personal Loan, Home Equity Loan, and Personal Loan",22,23,20.95,13,3881.11,33.31160489,8 Years and 9 Months,Yes,243.681882,HighspentSmallvaluepayments,252.173247,2
3213,CUS0xb2cc,May,Stephen Aldredi,23,Accountant,14672.87,1281.739167,9,10,28,4,"Payday Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",38,,16.81,,2174.83,38.90666442,13 Years and 8 Months,Yes,97.67517171,LowspentMediumvaluepayments,261.82914,1
3214,CUS0x8a70,July,Jenniferj,41,Teacher,87603.24,7272.27,0,7,8,4,"Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",8,1,1.36,6,223.14,35.65156936,20 Years and 3 Months,No,98.24404978,HighspentMediumvaluepayments,588.3217066,3
3215,CUS0xb15e,May,Barrp,-500,Mechanic,123050.2,10178.18333,3,3,7,3,"Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",9,9,-1.64,0,512.24,26.9405641,29 Years and 1 Months,No,503.9194992,LowspentMediumvaluepayments,613.709665,2
3216,CUS0xf59,March,Huntt,21,Doctor,38539.57,3438.630833,4,2,3,-100,Mortgage Loan,8,-2,,0,526.62,39.48930933,29 Years and 9 Months,NM,243.2758564,!@9#%8,367.9039477,3
3217,CUS0x1f2c,April,Ryan Vlastelicah,27,,83722.16,,3,3,1,3,"Not Specified, Home Equity Loan, and Not Specified",0,439,10.9,4,964.15,28.19256338,16 Years and 6 Months,No,597.1109326,LowspentSmallvaluepayments,262.0029847,3
3218,CUS0x6743,August,Lynchj,40,,37840.64,,6,5,5,2,"Debt Consolidation Loan, and Mortgage Loan",20,16,19.54,7,2641.91,32.30958218,15 Years and 5 Months,Yes,239.3270774,!@9#%8,261.3312288,1
3219,CUS0xa6c6,June,Albertow,30,Mechanic,52595.46,4532.955,9,7,28,6,"Payday Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Personal Loan, and Debt Consolidation Loan",41,12,20.8,13,1394.29,34.47504619,19 Years and 3 Months,Yes,60.98692729,HighspentMediumvaluepayments,397.9115414,1
3220,CUS0xb7c3,June,Hoyto,36,Musician,108268.23,9171.3525,4,1,1,1,Mortgage Loan,4,6,11.64,1,192.94,29.22898681,16 Years and 4 Months,NM,497.3786311,HighspentSmallvaluepayments,623.1359061,2
3221,CUS0x5c7d,March,Sophie Sassardm,37,Developer,7467.86,661.3216667,9,10,20,2,"Payday Loan, and Payday Loan",35,9,3.84,12,1379.19,31.07104814,14 Years and 3 Months,Yes,23.94795068,LowspentSmallvaluepayments,319.8302583,2
3222,CUS0x35b9,April,Tiisetso Motsoenengk,18,Developer,57943.41,,8,8,19,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, and Home Equity Loan",36,25,21.78,15,4890.07,35.88749694,10 Years and 7 Months,Yes,183.1101132,LowspentSmallvaluepayments,379.4575829,1
3223,CUS0x637b,July,Levinel,19,Journalist,15115.04,1274.586667,7,7,24,2,"Auto Loan, and Personal Loan",53,11,18.14,10,2154.52,23.47399975,18 Years and 7 Months,Yes,79.50042128,LowspentSmallvaluepayments,317.3194061,1
3224,CUS0x6473,July,Lisa Juccaw,32,Lawyer,50686.32,4451.86,5,4,19,2,"Auto Loan, and Personal Loan",30,12,14.01,9,145.46,34.65139531,9 Years and 10 Months,NM,10000,LowspentLargevaluepayments,299.4941018,2
3225,CUS0xc71a,August,Marck,28,Mechanic,85653.96,7211.83,8,6,12,4,"Auto Loan, Payday Loan, Student Loan, and Payday Loan",7,18,9.04,3,883.74,38.30344323,20 Years and 8 Months,No,154.8043713,HighspentLargevaluepayments,577.2926567,2
3226,CUS0x5a77,June,Alistairf,43,Lawyer,28716,2569,7,10,16,-100,"Personal Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",56,27,8.06,12,3530.81,25.46402379,7 Years and 10 Months,Yes,42.17624338,HighspentLargevaluepayments,363.9957947,1
3227,CUS0x3489,July,Patrickk,47,Mechanic,106520.64,,2,5,12,4,"Mortgage Loan, Not Specified, Credit-Builder Loan, and Student Loan",7,4,6.03,2,353.01,32.02194607,16 Years and 4 Months,No,174.9403755,HighspentMediumvaluepayments,774.1441376,1
3228,CUS0xb52b,April,Karenh,22,Manager,20290.79,1637.899167,6,8,23,5,"Student Loan, Personal Loan, Not Specified, Mortgage Loan, and Auto Loan",40,21,12.81,10,2727.69,38.50125394,11 Years and 7 Months,NM,25.93826262,HighspentMediumvaluepayments,313.4768908,2
3229,CUS0x74e8,April,Eisenhammera,39,Doctor,87727.05,7056.5875,5,3,9,3,"Credit-Builder Loan, Not Specified, and Home Equity Loan",19,1,11.86,4,263.49,29.47903511,25 Years and 1 Months,No,167.7087141,LowspentLargevaluepayments,590.2447432,1
3230,CUS0x628,May,Prodhann,43,Mechanic,17889.405,1244.78375,1,1,4,4,"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",7,5,0.93,7,1035.28,38.23580418,27 Years and 8 Months,No,56.65398791,LowspentSmallvaluepayments,300.4858847,3
3231,CUS0x16b1,May,illy Cheungd,36,Writer,67412.2,5911.683333,6,5,7,2,"Credit-Builder Loan, and Home Equity Loan",23,,23.7,6,858.85,23.40139517,28 Years and 6 Months,Yes,233.8449378,LowspentMediumvaluepayments,530.7304613,2
3232,CUS0x99b9,January,Burkef,24,MediaManager,77597.7,6619.475,4,5,3,4,"Student Loan, Payday Loan, Payday Loan, and Auto Loan",6,4,6.03,2,404.69,38.71009888,30 Years and 8 Months,No,257.618166,HighspentSmallvaluepayments,439.0511024,3
3233,CUS0x7aec,June,Paola Arosioy,26,Writer,104722.71,8974.8925,3,4,19,5,"Mortgage Loan, Not Specified, Credit-Builder Loan, Not Specified, and Auto Loan",29,12,16.51,10,1262.11,25.77365606,12 Years and 6 Months,Yes,567.0902304,LowspentMediumvaluepayments,383.116715,1
3234,CUS0x144c,January,Karen Freifelde,52,,15948.285,1625.02375,4,4,5,3,"Auto Loan, Student Loan, and Payday Loan",8,12,3.42,2,1068.42,37.77252988,24 Years and 7 Months,NM,86.34436392,HighspentSmallvaluepayments,312.3447998,3
3235,CUS0x51eb,July,Natem,42,Journalist,60764.4,5285.7,7,7,11,4,"Personal Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",17,9,12.81,6,2065.33,34.96683689,18 Years and 3 Months,NM,93.12177739,HighspentLargevaluepayments,511.8212392,2
3236,CUS0xa024,July,Alex rax,47,Lawyer,84358.5,6730.875,2,4,7,2,"Personal Loan, and Auto Loan",15,4,9.94,6,1460.18,29.7250844,21 Years and 4 Months,No,80.76108955,HighspentLargevaluepayments,745.6059935,3
3237,CUS0x4590,January,,27,,28056.94,2115.078333,4,6,10,2,"Credit-Builder Loan, and Personal Loan",9,12,16.43,4,822.94,37.97458353,13 Years and 10 Months,Yes,30.69486097,HighspentLargevaluepayments,379.0637808,2
3238,CUS0x617c,April,,43,Writer,101191.17,8411.5975,6,6,17,3,"Personal Loan, Personal Loan, and Debt Consolidation Loan",27,19,16.56,3,1264.86,38.53689372,25 Years and 5 Months,Yes,297.955518,HighspentMediumvaluepayments,659.1561047,2
3239,CUS0x49c4,August,Alisonx,29,,39831.1,,1,2,6,1,Home Equity Loan,12,11,9.08,6,1.2,28.3319745,27 Years and 10 Months,No,,LowspentLargevaluepayments,309.7137078,3
3240,CUS0x1d72,May,Jedx,18,Mechanic,54027,4269.25,6,4,8,2,"Home Equity Loan, and Not Specified",20,10,7.2,4,482.08,37.92656018,31 Years and 11 Months,No,10000,LowspentSmallvaluepayments,513.0701384,2
3241,CUS0x268b,July,Andrea Shalal-Esag,28,Scientist,61035.4,5140.283333,9,5,21,4,"Payday Loan, Payday Loan, Payday Loan, and Student Loan",58,22,9.64,10,2490.34,28.84047593,6 Years and 8 Months,Yes,690.9913416,LowspentSmallvaluepayments,,2
3242,CUS0xb14d,June,Stefano Bernabeil,26,MediaManager,32904.13,2885.010833,2,7,2,2,"Mortgage Loan, and Home Equity Loan",-2,2,7.43,3,781.45,35.45299042,16 Years and 2 Months,No,54.12704955,HighspentLargevaluepayments,428.3408522,3
3243,CUS0x443a,May,Svea Herbst-Baylissa,27,Teacher,7598.185,759.1820833,5,4,10,3,"Home Equity Loan, Debt Consolidation Loan, and Debt Consolidation Loan",19,7,15.18,1796,1237.88,36.59723061,18 Years and 6 Months,Yes,94.34910395,LowspentSmallvaluepayments,257.6637246,2
3244,CUS0x1a00,August,Mendoncai,30,Manager,13590.595,1294.549583,8,5,9,3,"Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",8,12,10.79,2,170.99,34.84173304,29 Years and 3 Months,No,42.95940658,HighspentSmallvaluepayments,328.3274176,3
3245,CUS0x786,January,Virkiw,35,Lawyer,7957.91,,3,3,17,5,"Personal Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Not Specified",28,19,10.13,4,818.5,35.14798589,9 Years and 8 Months,Yes,68.16019428,LowspentSmallvaluepayments,246.694274,2
3246,CUS0x71e0,June,Aruna Viswanathau,28,Mechanic,15398.95,1548.245833,1,7,5,4,"Student Loan, Mortgage Loan, Not Specified, and Not Specified",1,0,8.41,8,343.84,41.23900243,28 Years and 8 Months,No,107.9849309,LowspentLargevaluepayments,282.0256825,2
3247,CUS0x7154,June,Cohenm,32,Accountant,122053.2,10370.1,8,805,12,5,"Debt Consolidation Loan, Payday Loan, Not Specified, Auto Loan, and Personal Loan",19,19,,6,1292.35,39.77713366,6 Years and 8 Months,Yes,166.6372731,HighspentLargevaluepayments,721.4629432,2
3248,CUS0xabbd,July,Felsenthali,22,Scientist,83990.68,6776.223333,7,5,18,5,"Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",52,19,-5.11,9,4857.4,23.34811308,11 Years and 10 Months,Yes,372.4789881,LowspentLargevaluepayments,238.5603841,1
3249,CUS0xae61,August,Nickf,-500,Developer,60878.97,5173.2475,4,6,12,5,"Not Specified, Mortgage Loan, Debt Consolidation Loan, Personal Loan, and Auto Loan",12,,12.7,9,946.64,36.28903535,6 Years and 10 Months,Yes,,HighspentMediumvaluepayments,455.0506656,2
3250,CUS0x2ba4,February,Steve Slaterr,28,,70618.62,5775.885,8,5,15,5,"Personal Loan, Personal Loan, Not Specified, Payday Loan, and Payday Loan",27,10,15.67,8,1311.97,32.60157652,10 Years and 8 Months,Yes,10000,HighspentSmallvaluepayments,225.6528363,2
3251,CUS0x7468,May,Jonathank,33,,134341.05,11116.0875,1,3,9,2,"Payday Loan, and Home Equity Loan",3,12,9.86,4,408.12,40.56699905,15 Years and 5 Months,NM,,LowspentMediumvaluepayments,627.2155944,1
3252,CUS0x5eee,January,,40,Architect,35873.36,2922.446667,222,5,18,3,"Not Specified, Home Equity Loan, and Student Loan",29,15,4.38,11,2336.04,40.13657592,18 Years and 5 Months,Yes,44.12860481,HighspentMediumvaluepayments,420.6958661,1
3253,CUS0xc007,March,Marilyno,42,Developer,38643.04,3506.253333,2,3,10,3,"Debt Consolidation Loan, Not Specified, and Home Equity Loan",3,10,7.58,4,581.74,26.37322784,27 Years and 9 Months,No,130.7978647,HighspentSmallvaluepayments,396.9681508,3
3254,CUS0xa7b8,August,rian Rohanv,42,Entrepreneur,25856.84,1978.736667,3,7,1,3,"Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",12,,6.22,5,586.46,26.49518913,18 Years and 0 Months,No,57.71918256,LowspentLargevaluepayments,351.4280181,2
3255,CUS0x396e,July,"""Eileene",33,Architect,26716.09,,4,5,6,3,"Not Specified, Credit-Builder Loan, and Personal Loan",27,16,4.1,1,643.89,28.59399193,16 Years and 1 Months,No,52.12264062,HighspentMediumvaluepayments,379.9715099,3
3256,CUS0x944f,March,Andyz,25,,35006.57,3203.214167,5,7,10,4,"Auto Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",10,13,18.95,3,246.13,38.90711414,15 Years and 11 Months,Yes,96.36568807,HighspentMediumvaluepayments,396.9722695,2
3257,CUS0x3507,April,Andya,20,Engineer,59459.07,,6,10,17,4,"Payday Loan, Personal Loan, Personal Loan, and Credit-Builder Loan",40,16,11.19,11,1736.21,34.31939135,6 Years and 7 Months,NM,272.7523449,LowspentSmallvaluepayments,347.5404366,2
3258,CUS0x81ee,March,Liana B.f,22,Doctor,7664.42,382.7016667,6,6,32,6,"Payday Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, Mortgage Loan, and Personal Loan",18,16,21.14,8,4332.94,37.4409227,10 Years and 4 Months,Yes,25.08917651,LowspentSmallvaluepayments,281.0247075,2
3259,CUS0x6dbb,February,Lynnr,30,Manager,20804.18,1515.681667,10,8,22,8,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Payday Loan, and Personal Loan",23,24,21.44,11,3804.18,35.05955151,12 Years and 9 Months,Yes,87.58804078,LowspentLargevaluepayments,199.0934437,2
3260,CUS0xbce,April,Adlerb,17,Architect,14099.52,1108.96,8,7,20,4,"Debt Consolidation Loan, Home Equity Loan, Student Loan, and Student Loan",40,,12.43,6,1288.65,36.38632105,12 Years and 11 Months,Yes,39.90787358,LowspentLargevaluepayments,317.0716618,1
3261,CUS0x9ce8,May,Naomi Tajitsuv,31,Mechanic,29182.34,2479.861667,8,10,28,5,"Debt Consolidation Loan, Not Specified, Auto Loan, Not Specified, and Credit-Builder Loan",41,19,27.31,12,4883.71,37.65965679,7 Years and 0 Months,Yes,103.3559349,HighspentMediumvaluepayments,273.1306851,1
3262,CUS0xc48a,February,,42,Doctor,99480.44,8532.036667,8,5,17,3,"Mortgage Loan, Payday Loan, and Mortgage Loan",27,10,8.06,1,1287.76,25.75161153,24 Years and 6 Months,No,290.3062583,LowspentSmallvaluepayments,689.3085616,2
3263,CUS0xb138,March,,18,Architect,19966.31,1509.859167,7,10,33,9,"Auto Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",36,19,27.36,6,2785.45,39.36254706,5 Years and 0 Months,Yes,121.2637078,LowspentSmallvaluepayments,184.3275307,2
