ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
5487,CUS0x9214,June,Guptab,42,Accountant,20774.34,1702.195,6,6,25,3,"Personal Loan, Student Loan, and Student Loan",8,6,19.93,7,1822.87,36.52168744,8 Years and 4 Months,Yes,37.59903119,HighspentMediumvaluepayments,345.5316902,
5488,CUS0x3cc8,April,,44,Architect,32632.16,2789.346667,6,9,25,2,"Student Loan, and Student Loan",41,25,7.68,540,1309.09,30.42568496,15 Years and 1 Months,Yes,65.88657868,HighspentLargevaluepayments,417.8564432,
5489,CUS0x6f09,August,Andoo,39,Journalist,9026.645,599.2204167,8,8,17,6,"Personal Loan, Auto Loan, Not Specified, Debt Consolidation Loan, Personal Loan, and Student Loan",23,15,8.22,9,2018.44,27.03719061,12 Years and 11 Months,NM,52.95933522,LowspentSmallvaluepayments,265.5808411,
5490,CUS0x3053,February,Evag,18,Writer,14439.78,959.315,5,4,16,3,"Student Loan, Student Loan, and Mortgage Loan",16,20,11.85,5,455.46,30.28925955,19 Years and 6 Months,Yes,26.06566328,LowspentMediumvaluepayments,329.6941351,
5491,CUS0x929c,August,Carrelj,27,Developer,63648.12,5357.01,6,7,10,1,Debt Consolidation Loan,17,8,2.75,0,1223.86,37.07872135,24 Years and 5 Months,No,211.677107,LowspentSmallvaluepayments,587.431707,
5492,CUS0x255d,January,Paula,17,Architect,14217.52,1482.793333,6,10,32,9,"Mortgage Loan, Personal Loan, Student Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Credit-Builder Loan, Not Specified, and Payday Loan",34,18,15.19,9,3306.24,33.05203908,2 Years and 10 Months,Yes,48.71132438,HighspentMediumvaluepayments,269.7746644,
5493,CUS0x3636,January,Daniel Flynnz,31,Scientist,72079.52,6148.626667,9,7,24,5,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, and Home Equity Loan",52,21,9.33,10,1605.65,28.9028581,9 Years and 5 Months,Yes,216.9316233,HighspentMediumvaluepayments,372.9586735,
5494,CUS0x38c0,June,Abhishekx,33,Musician,15660.15,1363.0125,9,10,23,5,"Not Specified, Not Specified, Personal Loan, Personal Loan, and Debt Consolidation Loan",40,17,2.46,9,1354.33,36.86137224,,Yes,85.14120194,LowspentSmallvaluepayments,283.8693686,
5495,CUS0x9ac5,January,Wachtelk,46,Lawyer,112423.8,9485.65,1,3,4,3,"Student Loan, Home Equity Loan, and Payday Loan",5,11,5.04,0,655.91,41.33573309,26 Years and 9 Months,No,163.136129,HighspentLargevaluepayments,866.9535048,
5496,CUS0x1a33,April,,42,Developer,7064.385,393.69875,10,9,19,6,"Student Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",58,22,24.9,10,3918.55,27.67548266,13 Years and 1 Months,Yes,15.72076259,LowspentSmallvaluepayments,286.449325,
5497,CUS0x707d,August,Reiji Murais,55,Lawyer,16188.16,1396.013333,7,4,1,4,"Student Loan, Auto Loan, Personal Loan, and Personal Loan",8,20,9.52,5,1029.46,28.71844168,24 Years and 5 Months,No,67.77415698,LowspentSmallvaluepayments,320.2549165,
5498,CUS0x557,August,Rick Rothackeri,20,Musician,24293.22,1805.221135,4,7,14,3,"Not Specified, Mortgage Loan, and Auto Loan",5,16,11.66,2,62.26,34.55182247,21 Years and 9 Months,No,106.8078017,LowspentSmallvaluepayments,318.3964172,
5499,CUS0xb16,August,en Hirschlerw,30,Manager,10302.935,949.5779167,3,4,12,3,"Payday Loan, Payday Loan, and Credit-Builder Loan",20,10,7.89,2,786.85,34.59266464,21 Years and 6 Months,Yes,73.85987281,LowspentSmallvaluepayments,291.9401878,
5500,CUS0xb378,February,Agnieszkae,48,,18407.68,1685.973333,4,3,4,4,"Home Equity Loan, Student Loan, Personal Loan, and Credit-Builder Loan",14,7,11.99,0,1199.21,31.70496452,16 Years and 4 Months,No,73.58522032,LowspentSmallvaluepayments,348.6817399,
5501,CUS0x7a84,March,Alice Baghdjianw,38,Entrepreneur,33189.63,,3,3,6,4,"Student Loan, Student Loan, Mortgage Loan, and Personal Loan",18,14,6.84,4,1101.15,33.39031783,16 Years and 3 Months,No,61.3832778,!@9#%8,398.1094403,
5502,CUS0x6c99,January,Michele Kambasb,26,Entrepreneur,9582.025,1022.502083,5,7,7,2,"Payday Loan, and Personal Loan",8,15,6.49,1,820.12,23.12671252,32 Years and 9 Months,No,48.67638581,LowspentSmallvaluepayments,335.4447538,
5503,CUS0x8f63,March,Christopher Doeringo,43,Doctor,10426.84,991.9033333,6,10,19,6,"Credit-Builder Loan, Student Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, and Personal Loan",23,15,24.71,6,3145.39,26.23082525,11 Years and 9 Months,NM,50.68609716,LowspentSmallvaluepayments,288.6212947,
5504,CUS0xb7d8,February,Raol,36,Writer,134569.35,10979.1125,0,4,8,2,"Personal Loan, and Debt Consolidation Loan",14,10,7.39,4,384.01,28.34893691,17 Years and 11 Months,No,938.9565978,LowspentLargevaluepayments,229.0723996,
5505,CUS0x57a,August,Rochar,43,Teacher,126530.4,10535.2,1,5,5,2,"Credit-Builder Loan, and Auto Loan",15,4,3.54,8,953.26,38.63812957,28 Years and 4 Months,NM,10000,HighspentLargevaluepayments,930.4965591,
5506,CUS0x583b,July,,28,Manager,32853.95,2426.630245,2,3,2,1,Auto Loan,7,8,11.73,3,1044.27,26.20459818,30 Years and 11 Months,No,205.2901553,LowspentLargevaluepayments,326.8133701,
5507,CUS0x4bfc,June,Prasadn,44,Developer,111755.6,9488.966667,3,7,14,2,"Student Loan, and Mortgage Loan",17,9,13.79,0,407.8,32.35756225,,Yes,140.9177131,HighspentLargevaluepayments,921.2747132,
5508,CUS0x407e,January,Greg Roumeliotish,36,Lawyer,22276.68,2014.39,6,7,14,2,"Personal Loan, and Student Loan",15,12,6.93,1,124.57,27.30334181,,NM,28.00865147,HighspentLargevaluepayments,392.4960355,
5509,CUS0x7cce,February,Wheatleyk,15,Teacher,29094.06,2303.505,9,10,25,4,"Not Specified, Home Equity Loan, Student Loan, and Student Loan",51,17,9.45,350,1556.08,25.00564091,13 Years and 10 Months,Yes,10000,LowspentSmallvaluepayments,171.519383,
5510,CUS0x2ef3,August,Anno,50,Mechanic,21751.53,,1741,3,7,4,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",7,9,4.02,3,1211.85,35.28286852,16 Years and 10 Months,No,114.8314521,HighspentSmallvaluepayments,296.930898,
5511,CUS0x4e26,January,"ODonnell""e",19,Manager,43430.88,3418.24,6,4,12,1,Not Specified,23,16,8.54,4,1288.94,33.35631958,17 Years and 7 Months,No,51.56315193,HighspentLargevaluepayments,509.8200305,
5512,CUS0x632c,April,Soyoungo,22,MediaManager,101978.19,8422.1825,5,7,2,4,"Home Equity Loan, Not Specified, Home Equity Loan, and Credit-Builder Loan",5,-1,10.42,3,1361.83,25.87683892,,No,494.1710696,HighspentSmallvaluepayments,397.8975687,
5513,CUS0x4ab4,June,raq,38,Writer,28315.74,2427.645,10,8,23,3,"Student Loan, Payday Loan, and Not Specified",62,20,8.69,14,2207.45,26.39516528,19 Years and 1 Months,Yes,167.3502587,LowspentLargevaluepayments,289.0593025,
5514,CUS0x5dfa,March,,45,Entrepreneur,7465.895,684.1579167,7,5,17,6,"Not Specified, Debt Consolidation Loan, Student Loan, Personal Loan, Debt Consolidation Loan, and Debt Consolidation Loan",24,25,17.64,8,3766.44,24.92869246,11 Years and 1 Months,Yes,77.43754454,LowspentSmallvaluepayments,257.2720651,
5515,CUS0x8df6,May,Nadia Saleems,32,Lawyer,7174.99,886.9158333,10,1146,4181,7,"Payday Loan, Personal Loan, Payday Loan, Home Equity Loan, Student Loan, Home Equity Loan, and Mortgage Loan",49,24,20.88,12,4265.64,24.77971239,6 Years and 1 Months,Yes,,LowspentMediumvaluepayments,277.0454187,
5516,CUS0xc2a7,February,,24,Developer,39323.36,3467.946667,7,3,34,3,"Home Equity Loan, Auto Loan, and Debt Consolidation Loan",22,13,7.39,7,1425.04,28.72371862,11 Years and 8 Months,Yes,341.2917678,LowspentMediumvaluepayments,226.8288607,
5517,CUS0x6225,March,Robertaj,35,Musician,144342.52,12119.54333,0,1,12,1,Auto Loan,1,10,10.61,1,1123.41,39.26525138,32 Years and 7 Months,No,,HighspentSmallvaluepayments,974.0270526,
5518,CUS0xb61d,July,Sulaimanp,48,Journalist,34962.32,2781.526667,3,6,9,3,"Student Loan, Credit-Builder Loan, and Mortgage Loan",13,7,1.49,1,1470.65,29.02300588,,No,159.3212669,LowspentSmallvaluepayments,334.5075281,
5519,CUS0x6213,April,Selams,38,Musician,7343.865,,3,5,11,3,"Personal Loan, Auto Loan, and Credit-Builder Loan",25,10,11.66,7,116.26,36.73516781,19 Years and 2 Months,Yes,57.19765121,LowspentSmallvaluepayments,291.6673518,
5520,CUS0xc586,July,Jennifera,35,,15093.63,,10,10,26,7,"Home Equity Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, and Debt Consolidation Loan",44,18,17.41,12,2684.55,30.8204351,10 Years and 4 Months,Yes,96.92201775,!@9#%8,256.3843557,
5521,CUS0x43d0,May,Camposb,3194,Scientist,81506.32,7012.193333,7,4,7,2,"Not Specified, and Mortgage Loan",9,13,11.02,5,933.67,27.51347169,9 Years and 8 Months,NM,318.7338501,HighspentSmallvaluepayments,549.9792335,
5522,CUS0x2a08,May,Lawrence Hurleyl,42,Doctor,20039.58,1862.965,6,6,17,6,"Mortgage Loan, Student Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Mortgage Loan",21,18,2.28,6,2507.45,38.17519209,20 Years and 3 Months,Yes,46.3445142,HighspentSmallvaluepayments,335.9134522,
5523,CUS0x2a70,July,John McCrankp,45,Journalist,9759.375,813.28125,7,9,24,8,"Personal Loan, Student Loan, Not Specified, Mortgage Loan, Auto Loan, Student Loan, Student Loan, and Payday Loan",15,21,1.85,10,4342.44,40.15299207,8 Years and 11 Months,Yes,71.75322589,LowspentSmallvaluepayments,243.6357099,
5524,CUS0x9bd1,February,Noriyuki Hiratay,23,Doctor,46850.7,3837.225,5,4,20,5,"Student Loan, Payday Loan, Student Loan, Auto Loan, and Payday Loan",14,15,7.23,5,1676.93,34.58319534,15 Years and 6 Months,Yes,104.159746,LowspentLargevaluepayments,354.7418372,
5525,CUS0x918c,January,,14,,35397.98,3077.831667,6,5,11,6,"Student Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Credit-Builder Loan",5,10,15.51,6,1892.22,25.65091967,18 Years and 1 Months,Yes,135.3044815,LowspentSmallvaluepayments,322.5375703,
5526,CUS0x13d5,March,Camposq,50,Musician,124183.56,10156.63,7,5,5,2,"Payday Loan, and Student Loan",11,15,11.19,6,247.96,23.80269125,31 Years and 0 Months,No,892.9281328,LowspentMediumvaluepayments,246.4299155,
5527,CUS0x1a4a,January,Paul Taylorj,41,Developer,12162.055,,5,7,13,3,"Auto Loan, Home Equity Loan, and Payday Loan",22,8,,0,1179.95,24.6969056,30 Years and 3 Months,Yes,56.83761882,LowspentSmallvaluepayments,285.9059612,
5528,CUS0xc29a,July,,21,Engineer,33337.84,2909.153333,9,160,24,7,"Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",47,24,29.64,13,3652.25,29.24996352,6 Years and 9 Months,Yes,10000,HighspentLargevaluepayments,350.4343288,
5529,CUS0x9b9,May,Alycep,45,,58468.08,4592.34,10,9,28,5,"Home Equity Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",29,8,11.93,15,1447.46,39.89078653,7 Years and 9 Months,NM,124.6459834,HighspentSmallvaluepayments,425.1228601,
5530,CUS0x12a7,May,Luciat,2174,,26450.59,2079.215833,5,6,20,4,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",29,,11.8,1,952.9,22.26341087,28 Years and 5 Months,No,73.77273073,HighspentMediumvaluepayments,310.4786624,
5531,CUS0xb1d8,August,Alister Bulli,15,Scientist,122105.64,10307.47,6,3,14,6,"Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Student Loan, and Student Loan",22,14,9.75,8,687.13,31.08683971,14 Years and 8 Months,Yes,108.5407727,HighspentLargevaluepayments,607.0377437,
5532,CUS0xc2b7,June,Falloonr,36,Lawyer,18946794,833.03,8,6,34,8,"Home Equity Loan, Auto Loan, Payday Loan, Student Loan, Student Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",37,17,29.89,13,2838.2,31.74586432,10 Years and 9 Months,Yes,69.20615529,LowspentSmallvaluepayments,268.4188238,
5533,CUS0x1232,February,,16,Developer,14937.49,1142.790833,8,8,387,-100,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Home Equity Loan, and Student Loan",42,13,21.17,6,3699.44,35.9648278,13 Years and 3 Months,Yes,149.8878637,LowspentSmallvaluepayments,203.4303414,
5534,CUS0x990,July,Dhanyai,19,Developer,18937.61,1536.134167,8,8,28,242,"Not Specified, Credit-Builder Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, and Payday Loan",33,21,6.76,,1306.3,31.88670605,15 Years and 4 Months,Yes,27.51544503,HighspentMediumvaluepayments,295.8896071,
5535,CUS0xc4c7,July,Baertleink,35,Writer,134139.48,11352.29,2,5,11,4,"Auto Loan, Student Loan, Mortgage Loan, and Mortgage Loan",19,1,11.14,,1486.38,34.10963733,15 Years and 11 Months,No,177.9921708,HighspentLargevaluepayments,780.8763055,
5536,CUS0x5fdb,August,Sakari Suoninenz,15,Musician,43171.59,3812.6325,7,9,22,6,"Not Specified, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",38,,8.52,7,2028.14,29.39896788,16 Years and 3 Months,Yes,109.0509836,HighspentMediumvaluepayments,364.0773018,
5537,CUS0x4c75,August,radley Dorfmanh,21,Developer,81822.8,6808.566667,7,10,26,8,"Payday Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, Mortgage Loan, Student Loan, Personal Loan, and Payday Loan",39,15,19.05,15,4609.45,34.10336688,1 Years and 5 Months,Yes,278.5534142,HighspentMediumvaluepayments,313.4519185,
5538,CUS0xbba9,June,Olivia Oranx,20,Engineer,175796.6,14768.71667,3,7,11,3,"Auto Loan, Credit-Builder Loan, and Personal Loan",11,1,1.46,0,1202.31,38.75522777,30 Years and 8 Months,No,1009.408681,LowspentLargevaluepayments,370.7040526,
5539,CUS0xb8ea,July,Kevin Drawbaughm,19,Journalist,9260.58,,6,6,31,7,"Credit-Builder Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Student Loan, Mortgage Loan, and Debt Consolidation Loan",26,25,28.94,12,3726.34,37.98396716,8 Years and 10 Months,NM,46.66133713,LowspentLargevaluepayments,271.45456,
5540,CUS0x64b8,January,Smitha,23,Engineer,7160.835,431.73625,10,9,16,5,"Personal Loan, Student Loan, Mortgage Loan, Not Specified, and Payday Loan",28,17,14.51,10,1285.23,29.83667109,19 Years and 7 Months,Yes,33.86756303,LowspentLargevaluepayments,254.233552,
5541,CUS0x3797,March,ini Lisaq,42,Musician,46256.34,4048.695,7,5,30,6,"Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Personal Loan",21,16,17.92,9,4336.75,24.14848417,14 Years and 0 Months,Yes,69.09911595,HighspentLargevaluepayments,441.8074129,
5542,CUS0x533e,July,Elvina Nawagunax,45,Teacher,49316.19,3848.6825,7,8,20,2,"Credit-Builder Loan, and Not Specified",59,20,4.4,12,2080.28,24.71485726,15 Years and 8 Months,Yes,380.814981,LowspentMediumvaluepayments,233.7553385,
5543,CUS0x63c1,August,rac,46,Scientist,93233.73,,6,7,17,7,"Mortgage Loan, Personal Loan, Student Loan, Home Equity Loan, Personal Loan, Student Loan, and Auto Loan",11,14,16.51,7,783.92,33.21905381,13 Years and 5 Months,Yes,91.67445477,HighspentLargevaluepayments,621.6204861,
5544,CUS0x20bf,May,Shalal-Esah,22,Developer,22380.18,1385.264539,5,6,14,3,"Payday Loan, Payday Loan, and Auto Loan",16,16,0.58,6,939.02,33.8532576,22 Years and 8 Months,Yes,70.10998467,LowspentSmallvaluepayments,343.9760485,
5545,CUS0x45f1,May,Charleso,49,Writer,41235.33,3384.2775,3,3,1,3,"Personal Loan, Home Equity Loan, and Personal Loan",12,3,3.93,2,734.69,33.06501278,16 Years and 9 Months,No,218.6520436,LowspentMediumvaluepayments,321.4015189,
5546,CUS0xc393,August,Wohlg,36,Developer,10466.16,1080.18,8,6,15,-100,"Payday Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, and Credit-Builder Loan",56,14,15.07,10,1941.93,32.62521009,9 Years and 5 Months,Yes,134.3785061,LowspentSmallvaluepayments,207.448409,
5547,CUS0x6069,February,Jessica Toonkels,15,Journalist,31327.28,2427.606667,9,7,19,3,"Not Specified, Home Equity Loan, and Home Equity Loan",41,18,20.97,6,1819.09,35.31550225,13 Years and 5 Months,Yes,108.1614848,LowspentSmallvaluepayments,358.958518,
5548,CUS0x8e71,January,Rick Rothackern,32,Manager,51660.42,4311.035,6,6,10,4,"Auto Loan, Not Specified, Student Loan, and Mortgage Loan",7,20,13.45,4,358.9,33.40582154,22 Years and 7 Months,NM,381.5542456,LowspentLargevaluepayments,225.0128045,
5549,CUS0x6cae,February,Bose Lisaa,32,Entrepreneur,27339.81,,3,5,9,-100,Not Specified,16,14,-0.18,2,1342.51,25.96313676,23 Years and 4 Months,No,123.5404456,HighspentSmallvaluepayments,373.6225509,
5550,CUS0x914e,July,Prodhanf,55,Musician,89384.91,7658.7425,1,3,10,3,"Auto Loan, Payday Loan, and Student Loan",14,7,9.54,5,1041.11,23.56241333,30 Years and 10 Months,No,372.7116678,!@9#%8,564.6276318,
5551,CUS0x172d,February,Carrelx,38,,57242.61,,9,7,19,6,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",42,23,30.33,10,4841.18,25.31632832,7 Years and 4 Months,Yes,61.53028491,HighspentLargevaluepayments,496.6005857,
5552,CUS0x8511,February,Stempelu,28,Developer,43115.38,3806.948333,4,4,6,4,"Not Specified, Student Loan, Payday Loan, and Auto Loan",9,10,14.86,0,746.05,28.46546186,16 Years and 2 Months,No,169.3518657,LowspentMediumvaluepayments,372.9027588,
5553,CUS0x9c34,February,Leskee,34,Doctor,17680.79,1329.399167,9,7,23,5,"Home Equity Loan, Credit-Builder Loan, Student Loan, Auto Loan, and Payday Loan",36,21,26.7,6,4894.42,25.43705738,6 Years and 6 Months,Yes,69.43403494,LowspentSmallvaluepayments,282.0315439,
5554,CUS0x93d2,May,Malena Castaldin,19,Journalist,16931.7,1656.975,8,5,23,3,"Personal Loan, Student Loan, and Debt Consolidation Loan",42,18,1.17,12,1557.41,26.90827238,16 Years and 7 Months,Yes,29.20809513,HighspentLargevaluepayments,350.6054006,
5555,CUS0x95ef,July,Ablane,31,,58427.31,4717.9425,10,5,23,4,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, and Auto Loan",50,,17.39,6,1956.44,38.63423609,,Yes,79.84611468,HighspentMediumvaluepayments,516.3524409,
5556,CUS0x4d19,March,Svea Herbst-Baylissf,15,,7448.78,795.7316667,3,7,16,2,"Mortgage Loan, and Debt Consolidation Loan",19,17,12.81,12,1362.72,40.25122584,19 Years and 11 Months,NM,47.57837024,LowspentMediumvaluepayments,303.4012292,
5557,CUS0x7597,June,McCooll,44,Musician,56760.51,4999.0425,6,5,19,9,"Student Loan, Not Specified, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Not Specified",40,24,28.7,12,4701.09,36.77028101,6 Years and 8 Months,Yes,459.1717358,LowspentSmallvaluepayments,,
5558,CUS0x2fe4,March,,31,Accountant,166907.72,,5,5,11,4,"Auto Loan, Mortgage Loan, Personal Loan, and Student Loan",10,5,5.52,4,929.9,40.4218812,17 Years and 4 Months,No,312.2202598,HighspentLargevaluepayments,797.3197828,
5559,CUS0xb4b7,March,Reddallv,31,Journalist,39538.62,,10,5,23,3,"Credit-Builder Loan, Not Specified, and Student Loan",41,11,9.71,8,1822.92,26.09260688,18 Years and 1 Months,Yes,65.99702878,HighspentLargevaluepayments,473.890107,
5560,CUS0x827f,March,LaCapra Douweu,20,Doctor,3027467,3011.654167,3,6,9,2,"Credit-Builder Loan, and Not Specified",6,16,-3.45,784,1307.01,40.63686495,22 Years and 3 Months,No,10000,HighspentSmallvaluepayments,437.2647442,
5561,CUS0x8d01,June,Sullivanv,21,Journalist,34769.69,3009.474167,2,135,6,4,"Payday Loan, Credit-Builder Loan, Student Loan, and Home Equity Loan",1,12,5.88,3,219.87,37.65895749,16 Years and 8 Months,No,24.3127856,HighspentLargevaluepayments,406.6352354,
5562,CUS0x5ece,April,Aruna Viswanathaz,55,Teacher,79642.86,6509.905,2,5,5,3,"Auto Loan, Personal Loan, and Not Specified",4,3,4.15,1,911.67,36.49099535,30 Years and 1 Months,No,259.94321,HighspentMediumvaluepayments,468.2383742,
5563,CUS0x953d,August,Ny,24,Engineer,37419.7,,1,7,5,4,"Student Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",11,0,7.69,0,653.66,31.92502871,22 Years and 3 Months,No,129.8357012,LowspentSmallvaluepayments,401.4125963,
5564,CUS0x3d0e,August,Qing Xiaoyih,55,Doctor,71424.57,5743.0475,4,6,1,4,"Auto Loan, Not Specified, Credit-Builder Loan, and Mortgage Loan",14,21,10.35,6,484.43,27.25221806,17 Years and 4 Months,No,178.3245943,HighspentMediumvaluepayments,415.5243716,
5565,CUS0x7d8,July,Ayla Jeany,15,Doctor,19288.47,,10,6,21,-100,"Payday Loan, Not Specified, Student Loan, Home Equity Loan, Debt Consolidation Loan, and Not Specified",55,20,8.52,11,1873.07,30.1984078,5 Years and 10 Months,Yes,76.11376287,LowspentLargevaluepayments,285.3347881,
5566,CUS0x741d,February,Martinne Gellerf,35,Writer,21699.13,1925.260833,8,4,18,3,"Home Equity Loan, Student Loan, and Student Loan",9,14,2.64,1,1129.46,37.82240827,20 Years and 9 Months,Yes,170.558823,LowspentLargevaluepayments,246.9072496,
5567,CUS0xb27a,March,"ODonnell""s",2360,Mechanic,30320.06,2507.671667,9,6,20,-100,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",54,23,7.23,11,2051.53,27.09454928,18 Years and 1 Months,Yes,112.4116312,LowspentSmallvaluepayments,318.0642535,
5568,CUS0x1664,July,,30,,29375.68,2728.973333,4,8,27,6,"Personal Loan, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Payday Loan",5,12,12.26,15,1985.59,34.52095825,19 Years and 3 Months,NM,119.519619,HighspentSmallvaluepayments,322.5167609,
5569,CUS0x3abe,January,Steve Slaters,28,Developer,71689.68,5706.14,7,8,16,6,"Payday Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, and Student Loan",41,15,9.71,8,1773.97,30.06547982,14 Years and 9 Months,Yes,232.8110485,!@9#%8,300.8744188,
5570,CUS0x34ce,March,Ethan Bilbyr,36,Architect,29827.76,2385.646667,8,8,16,5,"Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, and Payday Loan",28,20,16.31,6,3376.44,25.24928503,,Yes,10000,HighspentSmallvaluepayments,237.611929,
5571,CUS0x5d34,March,Wachtelw,47,Accountant,69557.68,5570.473333,6,7,8,1,Credit-Builder Loan,28,19,9.4,0,503.35,31.0240417,20 Years and 10 Months,Yes,,HighspentMediumvaluepayments,522.9905727,
5572,CUS0x23a4,February,,42,Lawyer,53876.88,4566.74,8,7,19,5,"Personal Loan, Not Specified, Student Loan, Mortgage Loan, and Home Equity Loan",56,9,19.96,10,1341.25,28.29259564,19 Years and 3 Months,Yes,409.4248561,LowspentSmallvaluepayments,168.5394363,
5573,CUS0xa1d9,June,Dey Choudhurym,27,Manager,15441.2,1248.766667,9,9,28,2,"Auto Loan, and Home Equity Loan",59,19,1.11,6,1521.3,31.3702968,18 Years and 10 Months,Yes,46.43203616,LowspentLargevaluepayments,327.1271479,
5574,CUS0x4eea,March,Ryan Vlastelicai,43,Mechanic,35205.24,3025.77,3,7,6,1,Mortgage Loan,8,5,1.85,0,851.4,36.38889711,17 Years and 4 Months,No,143.8504922,HighspentSmallvaluepayments,395.491078,
5575,CUS0x5360,June,,17,Teacher,17461.98,1642.165,6,5,21,2,"Personal Loan, and Credit-Builder Loan",59,19,7.77,11,1405.7,33.58143215,18 Years and 9 Months,Yes,30.47899782,HighspentLargevaluepayments,345.6426531,
5576,CUS0x6b45,June,Langev,40,Manager,36964.22,3025.351667,10,10,22,6,"Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Student Loan, and Student Loan",38,19,25.83,6,4004.45,32.07892539,8 Years and 9 Months,Yes,,HighspentSmallvaluepayments,299.8348467,
5577,CUS0x407e,June,Greg Roumeliotish,36,Lawyer,22276.68,2014.39,5,6,14,2,"Personal Loan, and Student Loan",15,9,6.93,1,124.57,33.48973761,21 Years and 2 Months,No,18.04462436,HighspentLargevaluepayments,402.4600626,
5578,CUS0x926f,January,,20,Journalist,84389.44,7097.453333,7,7,1292,-100,"Credit-Builder Loan, Personal Loan, and Student Loan",20,17,6.84,1,1368.62,25.87709308,31 Years and 7 Months,No,174.8822996,HighspentLargevaluepayments,612.216686,
5579,CUS0x5513,May,Marton Dunaia,45,Engineer,28828.86,,7,7,19,8,"Personal Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan",23,24,19.11,11,2982.96,36.32276949,6 Years and 3 Months,Yes,50.30140768,HighspentLargevaluepayments,308.8004032,
5580,CUS0x8b26,June,Atossao,15,Architect,30228.82,2406.068333,7,7,18,8,"Personal Loan, Student Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, and Not Specified",50,16,5.51,10,1430.8,32.39744239,13 Years and 0 Months,Yes,108.2939015,HighspentSmallvaluepayments,260.7522186,
5581,CUS0x29cd,July,Jonathan Saulg,38,Musician,17818.53,1354.142103,5,6,11,-100,"Home Equity Loan, and Credit-Builder Loan",10,8,14.6,5,1452.64,39.70151774,24 Years and 5 Months,No,156.0758846,LowspentSmallvaluepayments,250.4501729,
5582,CUS0x6240,March,Rick Rothackerm,30,Journalist,33439.39,2893.615833,8,6,6,4,"Not Specified, Credit-Builder Loan, Personal Loan, and Personal Loan",6,,15.58,3,372.17,22.98669808,15 Years and 5 Months,Yes,217.9353296,LowspentLargevaluepayments,282.8210653,
5583,CUS0x525f,April,,36,Teacher,62953.95,5544.1625,7,8,15,8,"Student Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan",37,,18.08,6,2829.92,25.71845602,6 Years and 7 Months,Yes,96.18060782,HighspentMediumvaluepayments,393.7460699,
5584,CUS0x7b39,April,,36,Entrepreneur,94739.7,6765.093234,3,1391,3,1,Personal Loan,16,4,6.14,1,1413.38,29.3859074,28 Years and 0 Months,No,54.47860559,HighspentLargevaluepayments,896.5300743,
